210,46,7,13.863010969999998,1
223,49,3,15.04809383000002,1
229,50,8,86.53375558499994,4
220,48,14,13.605544585000011,1
236,51,21,20.385125725,1
224,49,22,28.30697901500002,2
221,48,22,28.642053340000015,2
259,55,41,67.25180291500004,3
287,62,43,14.307668735000025,1
294,64,43,13.400468080000003,1
306,67,43,14.347525495000024,1
318,70,42,13.222719000000005,1
324,71,41,79.9479632049999,4
355,78,34,21.200170185,1
358,79,36,69.06316279499997,3
361,80,36,75.94423028999994,4
387,85,34,13.471702565000003,1
392,86,35,13.258553490000013,1
393,86,37,40.0,2
400,89,39,24.874682529999994,1
416,93,36,55.74860960000001,2
415,93,30,85.79567767,4
414,93,24,86.19838929500001,4
403,90,24,13.783177499999995,1
409,91,15,49.29828099000002,2
419,94,13,14.165377410000033,1
418,94,6,13.724039555000008,1
408,91,4,79.85969913500003,4
407,91,-1,39.52869351499998,2
413,93,-2,50.03794882500006,2
412,92,-3,21.200170185,1
402,90,-7,13.38410764000002,1
406,91,-7,68.259441615,3
411,92,-10,39.05318466999997,2
405,91,-12,13.247957070000027,1
398,88,-9,35.601821415,2
381,84,-12,85.77168856000002,4
382,84,-10,83.51978167999998,4
365,81,-9,28.871405334999977,2
375,83,-5,13.540331930000026,1
376,83,-4,13.572163960000001,1
372,82,1,13.244372900000009,1
383,84,7,30.856982544999948,2
366,81,7,75.60379922499999,3
367,81,15,15.87964090000001,1
395,87,28,59.345242895,2
386,85,27,19.031722815000027,1
350,76,26,21.349031220000025,1
349,76,20,30.581506124999986,2
305,67,23,14.250961345000007,1
253,54,18,39.00514734000003,2
261,56,15,84.16629781499995,4
275,59,17,49.837870570000035,2
292,64,11,68.12927129000008,3
329,72,18,13.453348315000005,1
346,75,13,13.532367295000007,1
328,72,11,49.837870570000035,2
340,74,7,13.279742950000008,1
348,76,2,67.70484991999977,3
339,74,-1,18.527029315000014,1
338,74,-2,13.569371440000003,1
315,69,-1,62.40678218999999,3
298,65,-1,31.01002861999997,2
289,63,1,40.046345795,2
285,62,5,13.264333540000006,1
278,60,6,69.83961746,3
274,59,5,39.992067340000006,2
257,55,7,28.444186554999984,2
249,53,8,24.867347385000002,1
252,54,5,13.388859050000022,1
256,55,2,14.498697450000034,1
245,52,-2,62.40678218999999,3
244,52,-7,40.98759448000001,2
264,57,-3,74.71300407499993,3
268,58,-3,29.253313875,2
277,60,-4,68.69109315999998,3
291,64,-10,39.82565946999999,2
304,67,-9,39.512634494999986,2
311,68,-3,31.732990330000018,2
327,72,-3,35.79513585999999,2
337,74,-6,49.10541583000002,2
