9,-4,14,36.49165208000006,2
31,0,15,31.18434547000001,2
20,-2,19,41.20151413500002,2
4,-5,24,38.872139460000014,2
10,-4,34,39.992067340000006,2
21,-2,34,51.94706161000003,3
22,-2,36,75.4056446349999,3
11,-4,37,50.018219505000005,3
15,-3,38,14.328158510000016,1
27,-1,38,28.053040625000037,2
23,-2,40,30.95229014500004,2
12,-4,43,53.89109716500002,2
24,-2,44,86.64531674499999,4
48,4,40,82.55003831999998,4
47,4,37,36.76158390499994,2
44,3,34,39.82232029499998,2
56,6,33,40.734275040000064,2
55,6,31,14.078927105,1
60,8,25,68.719753325,3
72,11,21,32.79398988000003,2
58,7,18,30.624250234999966,2
76,12,16,85.66639222999997,4
92,17,18,14.250961345000007,1
97,18,22,22.733298605,1
89,16,22,33.20373407,2
83,14,26,46.31999496500004,2
123,23,26,13.783177499999995,1
130,24,29,69.31776939499996,3
137,26,26,84.75960784999988,4
129,24,19,47.17090379500003,2
122,23,19,54.52587448000006,3
121,23,13,49.22123603000006,2
150,31,12,13.863010969999998,1
146,30,16,13.656774950000006,1
147,30,17,39.158779754999934,2
152,31,17,13.426722300000025,1
151,31,16,29.86144365999998,2
206,44,15,28.78620166000003,2
207,44,19,82.97453480000013,4
211,46,21,28.78620166000003,2
188,39,23,19.523752425000012,1
187,39,20,29.90955118500004,2
159,32,21,83.74546349499998,4
153,31,23,24.96091060500001,1
160,32,24,68.02814858000013,3
154,31,25,83.20358410500025,4
148,30,28,21.429395075000034,1
164,33,33,52.895700805000075,3
180,37,37,75.20688857,4
191,40,36,13.465167135000025,1
198,41,35,39.97518047,2
232,50,42,37.490298400000015,2
212,46,41,85.62625003999997,4
203,43,42,33.11608490999997,2
199,41,41,39.82565946999999,2
193,40,40,25.837290224999965,2
192,40,38,28.50620100499999,2
183,38,38,24.91981659499998,1
181,37,39,22.447898555,1
167,34,42,23.89495534500002,1
168,34,43,15.04809383000002,1
155,31,43,13.698404605000013,1
142,27,44,51.709620090000044,2
138,26,42,34.062221044999944,2
141,27,37,40.0,2
140,27,34,13.87249999000002,1
115,22,35,68.09242781500006,3
131,24,38,20.534666004999995,1
124,23,39,75.6343962549999,4
109,21,39,35.948692894999965,2
110,21,40,39.986766620000004,2
125,23,44,14.078927105,1
98,18,44,13.350204884999998,1
93,17,44,73.74903256000002,3
62,8,42,14.246535970000014,1
61,8,37,49.324647785000046,2
