26,-1,-26,39.96950244,2
7,-4,-28,29.054717509999964,2
18,-2,-27,77.05338591499986,4
19,-2,-21,39.65459209499999,2
8,-4,-7,71.59489129000004,3
13,-3,-6,14.218850355000006,1
0,-5,-7,39.986239105,2
1,-5,-6,39.54909053999997,2
2,-5,-5,58.43374921999999,3
3,-5,-1,37.54917984499998,2
39,1,-10,13.695497830000015,1
38,1,-13,86.299224785,4
162,33,-14,21.558988354999993,1
43,3,0,33.31618434999997,2
53,6,-1,77.70365083999997,4
82,14,-2,53.89109716500002,3
120,23,-1,31.95846475500004,2
119,23,-2,40.036097415,2
102,20,-3,34.04488933000004,2
96,18,-3,19.891880825000012,2
67,9,-4,68.26261011000003,3
88,16,-4,27.034091545000024,1
106,21,-4,78.95388645000011,4
71,11,-5,32.98666499999999,2
101,20,-7,39.05318466999997,2
85,15,-7,68.33858384,3
74,12,-7,31.732990330000018,2
51,5,-10,39.96950244,2
171,35,-3,27.608617070000008,1
174,36,-1,36.62390883499993,2
196,41,-2,39.22470870499994,2
216,47,-2,75.4056446349999,3
200,42,-3,13.540331930000026,1
178,37,-3,25.80414122999998,2
163,33,-2,36.18223481500003,2
190,40,-5,40.786719639999994,2
113,22,-11,39.158779754999934,2
42,2,-11,81.92270930499997,4
41,2,-13,35.79513585999999,2
52,6,-12,29.053209714999994,2
81,14,-13,49.26906284000003,3
100,19,-13,14.307668735000025,1
166,34,-8,30.262400854999957,2
170,35,-13,60.72398148500009,3
186,39,-8,13.31369168500001,1
202,43,-10,40.0,2
111,22,-26,37.75834267500005,2
63,9,-32,54.42705019500002,3
90,17,-30,32.12617763000001,2
99,19,-33,39.14404436499993,2
156,32,-27,59.345242895,3
165,34,-28,28.367635919999998,2
135,26,-43,85.56843229000002,4
143,28,-37,43.006802915,3
215,47,-14,34.91223082499994,2
219,48,-13,39.35378745500007,2
228,50,-9,14.347525495000024,1
54,6,11,24.237626675000048,1
69,10,3,39.35378745500007,2
70,10,8,13.258119275000011,1
75,12,4,27.034091545000024,1
78,13,9,69.06316279499997,3
91,17,4,85.19667287,4
108,21,9,13.790218500000003,1
107,21,3,39.22470870499994,2
114,22,5,67.88677359500008,3
197,41,1,81.51064595999995,4
149,31,2,85.62625003999997,4
179,37,2,39.50676416499999,2
208,45,3,48.004463600000044,3
127,24,2,39.24512442000005,2
14,-3,12,13.223437775000004,1
128,24,10,36.49165208000006,2
145,30,10,86.64531674499999,4
136,26,9,85.93497273000003,4
158,32,7,13.759677405000026,1
182,38,5,76.0322613649999,4
